  Model loaded → /app/models/tradesage_10y.pkl
  Features : 107
  Saved AUC: 0.6699
  Ensemble : ['lgbm', 'catboost']
2026-05-08 05:35:32,281 [WARNING] src.core.screener_scraper: Failed to fetch HTML for SHIVATEX via all methods.
2026-05-08 05:35:32,295 [WARNING] src.angel.angel_data_fetcher: Symbol SHIVAUM not found in NSE Equities index.
2026-05-08 05:35:36,934 [WARNING] src.core.screener_scraper: Failed to fetch HTML for SHK via all methods.
2026-05-08 05:35:41,161 [WARNING] src.core.screener_scraper: Failed to fetch HTML for SHOPERSTOP via all methods.
2026-05-08 05:35:44,742 [WARNING] src.core.screener_scraper: Failed to fetch HTML for SHRADHA via all methods.
2026-05-08 05:35:48,282 [WARNING] src.core.screener_scraper: Failed to fetch HTML for SHREDIGCEM via all methods.
2026-05-08 05:35:52,873 [WARNING] src.core.screener_scraper: Failed to fetch HTML for SHREECEM via all methods.
2026-05-08 05:35:56,582 [WARNING] src.core.screener_scraper: Failed to fetch HTML for SHREEPUSHK via all methods.
2026-05-08 05:36:01,319 [WARNING] src.core.screener_scraper: Failed to fetch HTML for SHREERAMA via all methods.
2026-05-08 05:36:04,967 [WARNING] src.core.screener_scraper: Failed to fetch HTML for SHREYANIND via all methods.
2026-05-08 05:36:08,743 [WARNING] src.core.screener_scraper: Failed to fetch HTML for SHRIPISTON via all methods.
2026-05-08 05:36:12,329 [WARNING] src.core.screener_scraper: Failed to fetch HTML for SHRIRAMFIN via all methods.
2026-05-08 05:36:17,001 [WARNING] src.core.screener_scraper: Failed to fetch HTML for SHRIRAMPPS via all methods.
2026-05-08 05:36:20,646 [WARNING] src.core.screener_scraper: Failed to fetch HTML for SHYAMCENT via all methods.
2026-05-08 05:36:25,256 [WARNING] src.core.screener_scraper: Failed to fetch HTML for SHYAMMETL via all methods.
2026-05-08 05:36:25,332 [WARNING] src.angel.angel_data_fetcher: Symbol SHYAMTEL not found in NSE Equities index.
2026-05-08 05:36:29,031 [WARNING] src.core.screener_scraper: Failed to fetch HTML for SIEMENS via all methods.
2026-05-08 05:36:29,110 [WARNING] src.angel.angel_data_fetcher: Symbol SIGACHI not found in NSE Equities index.
2026-05-08 05:36:32,808 [WARNING] src.core.screener_scraper: Failed to fetch HTML for SIGIND via all methods.
2026-05-08 05:36:36,455 [WARNING] src.core.screener_scraper: Failed to fetch HTML for SIGMA via all methods.
2026-05-08 05:36:40,615 [WARNING] src.core.screener_scraper: Failed to fetch HTML for SIGNATURE via all methods.
2026-05-08 05:36:45,223 [WARNING] src.core.screener_scraper: Failed to fetch HTML for SIGNPOST via all methods.
2026-05-08 05:36:48,871 [WARNING] src.core.screener_scraper: Failed to fetch HTML for SIKKO via all methods.
2026-05-08 05:36:52,455 [WARNING] src.core.screener_scraper: Failed to fetch HTML for SIL via all methods.
2026-05-08 05:36:57,128 [WARNING] src.core.screener_scraper: Failed to fetch HTML for SILGO via all methods.
2026-05-08 05:37:00,774 [WARNING] src.core.screener_scraper: Failed to fetch HTML for SILINV via all methods.
2026-05-08 05:37:04,422 [WARNING] src.core.screener_scraper: Failed to fetch HTML for SILLYMONKS via all methods.
2026-05-08 05:37:09,162 [WARNING] src.core.screener_scraper: Failed to fetch HTML for SILVER via all methods.
2026-05-08 05:37:12,806 [WARNING] src.core.screener_scraper: Failed to fetch HTML for SILVER1 via all methods.
2026-05-08 05:37:16,326 [WARNING] src.core.screener_scraper: Failed to fetch HTML for SILVER360 via all methods.
2026-05-08 05:37:20,998 [WARNING] src.core.screener_scraper: Failed to fetch HTML for SILVERADD via all methods.
2026-05-08 05:37:24,711 [WARNING] src.core.screener_scraper: Failed to fetch HTML for SILVERAG via all methods.
2026-05-08 05:37:24,789 [INFO] tradesage.scanner: [2100/2525] scanning... (signals: 331, errors: 327)
2026-05-08 05:37:28,358 [WARNING] src.core.screener_scraper: Failed to fetch HTML for SILVERBEES via all methods.
2026-05-08 05:37:32,966 [WARNING] src.core.screener_scraper: Failed to fetch HTML for SILVERBETA via all methods.
2026-05-08 05:37:36,808 [WARNING] src.core.screener_scraper: Failed to fetch HTML for SILVERCASE via all methods.
2026-05-08 05:37:40,390 [WARNING] src.core.screener_scraper: Failed to fetch HTML for SILVERIETF via all methods.
2026-05-08 05:37:45,128 [WARNING] src.core.screener_scraper: Failed to fetch HTML for SILVERTUC via all methods.
2026-05-08 05:37:48,713 [WARNING] src.core.screener_scraper: Failed to fetch HTML for SIMPLEXINF via all methods.
2026-05-08 05:37:52,317 [WARNING] src.core.screener_scraper: Failed to fetch HTML for SINCLAIR via all methods.
2026-05-08 05:37:56,903 [WARNING] src.core.screener_scraper: Failed to fetch HTML for SINDHUTRAD via all methods.
2026-05-08 05:38:00,678 [WARNING] src.core.screener_scraper: Failed to fetch HTML for SINTERCOM via all methods.
2026-05-08 05:38:04,287 [WARNING] src.core.screener_scraper: Failed to fetch HTML for SIRCA via all methods.
2026-05-08 05:38:08,938 [WARNING] src.core.screener_scraper: Failed to fetch HTML for SIS via all methods.
2026-05-08 05:38:12,646 [WARNING] src.core.screener_scraper: Failed to fetch HTML for SIYSIL via all methods.
2026-05-08 05:38:17,255 [WARNING] src.core.screener_scraper: Failed to fetch HTML for SJS via all methods.
2026-05-08 05:38:20,904 [WARNING] src.core.screener_scraper: Failed to fetch HTML for SJVN via all methods.
2026-05-08 05:38:24,679 [WARNING] src.core.screener_scraper: Failed to fetch HTML for SKFINDIA via all methods.
2026-05-08 05:38:28,455 [WARNING] src.core.screener_scraper: Failed to fetch HTML for SKIPPER via all methods.
2026-05-08 05:38:33,190 [WARNING] src.core.screener_scraper: Failed to fetch HTML for SKMEGGPROD via all methods.
2026-05-08 05:38:36,840 [WARNING] src.core.screener_scraper: Failed to fetch HTML for SKYGOLD via all methods.
2026-05-08 05:38:40,486 [WARNING] src.core.screener_scraper: Failed to fetch HTML for SMALLCAP via all methods.
2026-05-08 05:38:45,094 [WARNING] src.core.screener_scraper: Failed to fetch HTML for SMARTLINK via all methods.
2026-05-08 05:38:48,873 [WARNING] src.core.screener_scraper: Failed to fetch HTML for SMCGLOBAL via all methods.
2026-05-08 05:38:52,647 [WARNING] src.core.screener_scraper: Failed to fetch HTML for SMLMAH via all methods.
2026-05-08 05:38:56,315 [WARNING] src.core.screener_scraper: Failed to fetch HTML for SMLT via all methods.
2026-05-08 05:39:00,903 [WARNING] src.core.screener_scraper: Failed to fetch HTML for SMSPHARMA via all methods.
2026-05-08 05:39:04,550 [WARNING] src.core.screener_scraper: Failed to fetch HTML for SNOWMAN via all methods.
2026-05-08 05:39:09,223 [WARNING] src.core.screener_scraper: Failed to fetch HTML for SNXT30BEES via all methods.
2026-05-08 05:39:13,001 [WARNING] src.core.screener_scraper: Failed to fetch HTML for SNXT50BETA via all methods.
2026-05-08 05:39:16,711 [WARNING] src.core.screener_scraper: Failed to fetch HTML for SOBHA via all methods.
2026-05-08 05:39:16,727 [WARNING] src.angel.angel_data_fetcher: Symbol SOFTTECH not found in NSE Equities index.
2026-05-08 05:39:20,315 [WARNING] src.core.screener_scraper: Failed to fetch HTML for SOLARA via all methods.
2026-05-08 05:39:25,095 [WARNING] src.core.screener_scraper: Failed to fetch HTML for SOLARINDS via all methods.
2026-05-08 05:39:28,935 [WARNING] src.core.screener_scraper: Failed to fetch HTML for SOLEX via all methods.
2026-05-08 05:39:32,521 [WARNING] src.core.screener_scraper: Failed to fetch HTML for SOMANYCERA via all methods.
2026-05-08 05:39:37,127 [WARNING] src.core.screener_scraper: Failed to fetch HTML for SOMICONVEY via all methods.
2026-05-08 05:39:40,710 [WARNING] src.core.screener_scraper: Failed to fetch HTML for SONACOMS via all methods.
2026-05-08 05:39:44,315 [WARNING] src.core.screener_scraper: Failed to fetch HTML for SONAMLTD via all methods.
2026-05-08 05:39:48,966 [WARNING] src.core.screener_scraper: Failed to fetch HTML for SONATSOFTW via all methods.
2026-05-08 05:39:52,551 [WARNING] src.core.screener_scraper: Failed to fetch HTML for SOTL via all methods.
2026-05-08 05:39:57,160 [WARNING] src.core.screener_scraper: Failed to fetch HTML for SOUTHBANK via all methods.
2026-05-08 05:40:00,808 [WARNING] src.core.screener_scraper: Failed to fetch HTML for SOUTHWEST via all methods.
2026-05-08 05:40:04,520 [WARNING] src.core.screener_scraper: Failed to fetch HTML for SPAL via all methods.
2026-05-08 05:40:09,130 [WARNING] src.core.screener_scraper: Failed to fetch HTML for SPANDANA via all methods.
2026-05-08 05:40:12,838 [WARNING] src.core.screener_scraper: Failed to fetch HTML for SPARC via all methods.
2026-05-08 05:40:16,487 [WARNING] src.core.screener_scraper: Failed to fetch HTML for SPCENET via all methods.
2026-05-08 05:40:21,095 [WARNING] src.core.screener_scraper: Failed to fetch HTML for SPECIALITY via all methods.
2026-05-08 05:40:24,617 [WARNING] src.core.screener_scraper: Failed to fetch HTML for SPECTRUM via all methods.
2026-05-08 05:40:29,161 [WARNING] src.core.screener_scraper: Failed to fetch HTML for SPENCERS via all methods.
2026-05-08 05:40:32,680 [WARNING] src.core.screener_scraper: Failed to fetch HTML for SPIC via all methods.
2026-05-08 05:40:36,284 [WARNING] src.core.screener_scraper: Failed to fetch HTML for SPLIL via all methods.
2026-05-08 05:40:40,873 [WARNING] src.core.screener_scraper: Failed to fetch HTML for SPLPETRO via all methods.
2026-05-08 05:40:44,393 [WARNING] src.core.screener_scraper: Failed to fetch HTML for SPMLINFRA via all methods.
2026-05-08 05:40:48,999 [WARNING] src.core.screener_scraper: Failed to fetch HTML for SPORTKING via all methods.
2026-05-08 05:40:52,519 [WARNING] src.core.screener_scraper: Failed to fetch HTML for SRD via all methods.
2026-05-08 05:40:57,126 [WARNING] src.core.screener_scraper: Failed to fetch HTML for SREEL via all methods.
2026-05-08 05:41:00,647 [WARNING] src.core.screener_scraper: Failed to fetch HTML for SRF via all methods.
2026-05-08 05:41:04,318 [WARNING] src.core.screener_scraper: Failed to fetch HTML for SRGHFL via all methods.
2026-05-08 05:41:08,966 [WARNING] src.core.screener_scraper: Failed to fetch HTML for SRHHYPOLTD via all methods.
2026-05-08 05:41:12,617 [WARNING] src.core.screener_scraper: Failed to fetch HTML for SRM via all methods.
2026-05-08 05:41:16,286 [WARNING] src.core.screener_scraper: Failed to fetch HTML for SSDL via all methods.
2026-05-08 05:41:21,191 [WARNING] src.core.screener_scraper: Failed to fetch HTML for SSWL via all methods.
2026-05-08 05:41:24,519 [WARNING] src.core.screener_scraper: Failed to fetch HTML for STALLION via all methods.
2026-05-08 05:41:28,807 [WARNING] src.core.screener_scraper: Failed to fetch HTML for STANLEY via all methods.
2026-05-08 05:41:32,455 [WARNING] src.core.screener_scraper: Failed to fetch HTML for STAR via all methods.
2026-05-08 05:41:37,064 [WARNING] src.core.screener_scraper: Failed to fetch HTML for STARCEMENT via all methods.
2026-05-08 05:41:41,095 [WARNING] src.core.screener_scraper: Failed to fetch HTML for STARHEALTH via all methods.
2026-05-08 05:41:46,833 [WARNING] src.core.screener_scraper: Failed to fetch HTML for STARPAPER via all methods.
2026-05-08 05:41:49,416 [WARNING] src.core.screener_scraper: Failed to fetch HTML for STARTECK via all methods.
2026-05-08 05:41:53,063 [WARNING] src.core.screener_scraper: Failed to fetch HTML for STCINDIA via all methods.
2026-05-08 05:41:57,734 [WARNING] src.core.screener_scraper: Failed to fetch HTML for STEELCAS via all methods.
2026-05-08 05:42:01,318 [WARNING] src.core.screener_scraper: Failed to fetch HTML for STEELCITY via all methods.
2026-05-08 05:42:05,030 [WARNING] src.core.screener_scraper: Failed to fetch HTML for STEELXIND via all methods.
2026-05-08 05:42:09,639 [WARNING] src.core.screener_scraper: Failed to fetch HTML for STEL via all methods.
2026-05-08 05:42:13,223 [WARNING] src.core.screener_scraper: Failed to fetch HTML for STERTOOLS via all methods.
2026-05-08 05:42:16,935 [WARNING] src.core.screener_scraper: Failed to fetch HTML for STLTECH via all methods.
2026-05-08 05:42:21,607 [WARNING] src.core.screener_scraper: Failed to fetch HTML for STOVEKRAFT via all methods.
2026-05-08 05:42:25,511 [WARNING] src.core.screener_scraper: Failed to fetch HTML for STYLAMIND via all methods.
2026-05-08 05:42:29,031 [WARNING] src.core.screener_scraper: Failed to fetch HTML for STYLEBAAZA via all methods.
2026-05-08 05:42:33,704 [WARNING] src.core.screener_scraper: Failed to fetch HTML for STYRENIX via all methods.
2026-05-08 05:42:37,414 [WARNING] src.core.screener_scraper: Failed to fetch HTML for SUBEXLTD via all methods.
2026-05-08 05:42:40,935 [WARNING] src.core.screener_scraper: Failed to fetch HTML for SUBROS via all methods.
2026-05-08 05:42:45,607 [WARNING] src.core.screener_scraper: Failed to fetch HTML for SUDARCOLOR via all methods.
2026-05-08 05:42:49,190 [WARNING] src.core.screener_scraper: Failed to fetch HTML for SUDARSCHEM via all methods.
2026-05-08 05:42:52,838 [WARNING] src.core.screener_scraper: Failed to fetch HTML for SUKHJITS via all methods.
2026-05-08 05:42:57,446 [WARNING] src.core.screener_scraper: Failed to fetch HTML for SULA via all methods.
2026-05-08 05:42:57,502 [INFO] tradesage.scanner: [2200/2525] scanning... (signals: 353, errors: 344)
2026-05-08 05:43:01,094 [WARNING] src.core.screener_scraper: Failed to fetch HTML for SUMEETINDS via all methods.
2026-05-08 05:43:05,702 [WARNING] src.core.screener_scraper: Failed to fetch HTML for SUMICHEM via all methods.
2026-05-08 05:43:05,761 [WARNING] src.angel.angel_data_fetcher: Symbol SUMIT not found in NSE Equities index.
2026-05-08 05:43:09,286 [WARNING] src.core.screener_scraper: Failed to fetch HTML for SUMMITSEC via all methods.
2026-05-08 05:43:12,828 [WARNING] src.core.screener_scraper: Failed to fetch HTML for SUNCLAY via all methods.
2026-05-08 05:43:17,478 [WARNING] src.core.screener_scraper: Failed to fetch HTML for SUNDARAM via all methods.
2026-05-08 05:43:21,064 [WARNING] src.core.screener_scraper: Failed to fetch HTML for SUNDARMFIN via all methods.
2026-05-08 05:43:25,670 [WARNING] src.core.screener_scraper: Failed to fetch HTML for SUNDRMBRAK via all methods.
2026-05-08 05:43:29,319 [WARNING] src.core.screener_scraper: Failed to fetch HTML for SUNDRMFAST via all methods.
2026-05-08 05:43:32,839 [WARNING] src.core.screener_scraper: Failed to fetch HTML for SUNDROP via all methods.
2026-05-08 05:43:37,383 [WARNING] src.core.screener_scraper: Failed to fetch HTML for SUNFLAG via all methods.
2026-05-08 05:43:41,031 [WARNING] src.core.screener_scraper: Failed to fetch HTML for SUNPHARMA via all methods.
2026-05-08 05:43:45,702 [WARNING] src.core.screener_scraper: Failed to fetch HTML for SUNTECK via all methods.
2026-05-08 05:43:49,225 [WARNING] src.core.screener_scraper: Failed to fetch HTML for SUNTV via all methods.
2026-05-08 05:43:52,767 [WARNING] src.core.screener_scraper: Failed to fetch HTML for SUPERHOUSE via all methods.
2026-05-08 05:43:57,289 [WARNING] src.core.screener_scraper: Failed to fetch HTML for SUPERSPIN via all methods.
2026-05-08 05:44:00,807 [WARNING] src.core.screener_scraper: Failed to fetch HTML for SUPRAJIT via all methods.
2026-05-08 05:44:05,414 [WARNING] src.core.screener_scraper: Failed to fetch HTML for SUPREME via all methods.
2026-05-08 05:44:08,940 [WARNING] src.core.screener_scraper: Failed to fetch HTML for SUPREMEIND via all methods.
2026-05-08 05:44:13,543 [WARNING] src.core.screener_scraper: Failed to fetch HTML for SUPRIYA via all methods.
2026-05-08 05:44:17,129 [WARNING] src.core.screener_scraper: Failed to fetch HTML for SURAJEST via all methods.
2026-05-08 05:44:21,737 [WARNING] src.core.screener_scraper: Failed to fetch HTML for SURAJLTD via all methods.
2026-05-08 05:44:25,382 [WARNING] src.core.screener_scraper: Failed to fetch HTML for SURAKSHA via all methods.
2026-05-08 05:44:29,031 [WARNING] src.core.screener_scraper: Failed to fetch HTML for SURANASOL via all methods.
2026-05-08 05:44:32,763 [WARNING] src.core.screener_scraper: Failed to fetch HTML for SURANAT&P via all methods.
2026-05-08 05:44:37,415 [WARNING] src.core.screener_scraper: Failed to fetch HTML for SURYALAXMI via all methods.
2026-05-08 05:44:41,063 [WARNING] src.core.screener_scraper: Failed to fetch HTML for SURYAROSNI via all methods.
2026-05-08 05:44:44,797 [WARNING] src.core.screener_scraper: Failed to fetch HTML for SURYODAY via all methods.
2026-05-08 05:44:49,448 [WARNING] src.core.screener_scraper: Failed to fetch HTML for SUTLEJTEX via all methods.
2026-05-08 05:44:53,159 [WARNING] src.core.screener_scraper: Failed to fetch HTML for SUVEN via all methods.
2026-05-08 05:44:53,266 [WARNING] src.angel.angel_data_fetcher: Symbol SUVIDHAA not found in NSE Equities index.
2026-05-08 05:44:56,935 [WARNING] src.core.screener_scraper: Failed to fetch HTML for SUYOG via all methods.
2026-05-08 05:45:01,545 [WARNING] src.core.screener_scraper: Failed to fetch HTML for SUZLON via all methods.
2026-05-08 05:45:05,319 [WARNING] src.core.screener_scraper: Failed to fetch HTML for SVLL via all methods.
2026-05-08 05:45:08,968 [WARNING] src.core.screener_scraper: Failed to fetch HTML for SVPGLOB via all methods.
2026-05-08 05:45:13,640 [WARNING] src.core.screener_scraper: Failed to fetch HTML for SWANCORP via all methods.
[E 260508 05:45:13 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData. Error: Too many requests. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '6a:80:5a:82:8f:34', 'Accept': 'application/json', 'X-PrivateKey': '0MKSm9d2 ', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NSE', 'symboltoken': '3384', 'interval': 'ONE_DAY', 'fromdate': '2025-05-08 05:45', 'todate': '2026-05-08 05:45'}, Response: {'message': 'Too many requests', 'errorcode': 'AB1021', 'status': False, 'data': None}
[E 260508 05:45:13 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData. Error: Too many requests. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '6a:80:5a:82:8f:34', 'Accept': 'application/json', 'X-PrivateKey': '0MKSm9d2 ', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NSE', 'symboltoken': '11909', 'interval': 'ONE_DAY', 'fromdate': '2025-05-08 05:45', 'todate': '2026-05-08 05:45'}, Response: {'message': 'Too many requests', 'errorcode': 'AB1021', 'status': False, 'data': None}
[E 260508 05:45:14 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData. Error: Too many requests. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '6a:80:5a:82:8f:34', 'Accept': 'application/json', 'X-PrivateKey': '0MKSm9d2 ', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NSE', 'symboltoken': '27066', 'interval': 'ONE_DAY', 'fromdate': '2025-05-08 05:45', 'todate': '2026-05-08 05:45'}, Response: {'message': 'Too many requests', 'errorcode': 'AB1021', 'status': False, 'data': None}
[E 260508 05:45:14 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData. Error: Too many requests. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '6a:80:5a:82:8f:34', 'Accept': 'application/json', 'X-PrivateKey': '0MKSm9d2 ', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NSE', 'symboltoken': '12489', 'interval': 'ONE_DAY', 'fromdate': '2025-05-08 05:45', 'todate': '2026-05-08 05:45'}, Response: {'message': 'Too many requests', 'errorcode': 'AB1021', 'status': False, 'data': None}
[E 260508 05:45:14 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData. Error: Too many requests. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '6a:80:5a:82:8f:34', 'Accept': 'application/json', 'X-PrivateKey': '0MKSm9d2 ', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NSE', 'symboltoken': '24190', 'interval': 'ONE_DAY', 'fromdate': '2025-05-08 05:45', 'todate': '2026-05-08 05:45'}, Response: {'message': 'Too many requests', 'errorcode': 'AB1021', 'status': False, 'data': None}
2026-05-08 05:45:16,894 [WARNING] src.core.screener_scraper: Failed to fetch HTML for SYNCOMF via all methods.
2026-05-08 05:45:21,575 [WARNING] src.core.screener_scraper: Failed to fetch HTML for SYNGENE via all methods.
2026-05-08 05:45:25,351 [WARNING] src.core.screener_scraper: Failed to fetch HTML for SYRMA via all methods.
2026-05-08 05:45:28,765 [WARNING] src.core.screener_scraper: Failed to fetch HTML for TAINWALCHM via all methods.
2026-05-08 05:45:33,543 [WARNING] src.core.screener_scraper: Failed to fetch HTML for TAJGVK via all methods.
2026-05-08 05:45:37,191 [WARNING] src.core.screener_scraper: Failed to fetch HTML for TALBROAUTO via all methods.
2026-05-08 05:45:40,839 [WARNING] src.core.screener_scraper: Failed to fetch HTML for TANLA via all methods.
2026-05-08 05:45:45,190 [WARNING] src.core.screener_scraper: Failed to fetch HTML for TARACHAND via all methods.
2026-05-08 05:45:49,095 [WARNING] src.core.screener_scraper: Failed to fetch HTML for TARAPUR via all methods.
2026-05-08 05:45:54,799 [WARNING] src.core.screener_scraper: Failed to fetch HTML for TARC via all methods.
2026-05-08 05:45:57,479 [WARNING] src.core.screener_scraper: Failed to fetch HTML for TARIL via all methods.
2026-05-08 05:46:01,192 [WARNING] src.core.screener_scraper: Failed to fetch HTML for TARSONS via all methods.
2026-05-08 05:46:04,841 [WARNING] src.core.screener_scraper: Failed to fetch HTML for TASTYBITE via all methods.
2026-05-08 05:46:09,704 [WARNING] src.core.screener_scraper: Failed to fetch HTML for TATACHEM via all methods.
2026-05-08 05:46:13,478 [WARNING] src.core.screener_scraper: Failed to fetch HTML for TATACOMM via all methods.
2026-05-08 05:46:17,192 [WARNING] src.core.screener_scraper: Failed to fetch HTML for TATACONSUM via all methods.
2026-05-08 05:46:20,839 [WARNING] src.core.screener_scraper: Failed to fetch HTML for TATAELXSI via all methods.
2026-05-08 05:46:25,575 [WARNING] src.core.screener_scraper: Failed to fetch HTML for TATAGOLD via all methods.
2026-05-08 05:46:29,223 [WARNING] src.core.screener_scraper: Failed to fetch HTML for TATAINVEST via all methods.
2026-05-08 05:46:32,870 [WARNING] src.core.screener_scraper: Failed to fetch HTML for TATAPOWER via all methods.
2026-05-08 05:46:49,437 [WARNING] src.core.screener_scraper: Failed to fetch HTML for TATATECH via all methods.
2026-05-08 05:46:52,072 [WARNING] src.core.screener_scraper: Failed to fetch HTML for TATSILV via all methods.
2026-05-08 05:46:55,720 [WARNING] src.core.screener_scraper: Failed to fetch HTML for TATVA via all methods.
2026-05-08 05:47:00,328 [WARNING] src.core.screener_scraper: Failed to fetch HTML for TBOTEK via all methods.
2026-05-08 05:47:04,104 [WARNING] src.core.screener_scraper: Failed to fetch HTML for TBZ via all methods.
2026-05-08 05:47:07,943 [WARNING] src.core.screener_scraper: Failed to fetch HTML for TCI via all methods.
2026-05-08 05:47:11,592 [WARNING] src.core.screener_scraper: Failed to fetch HTML for TCIEXP via all methods.
2026-05-08 05:47:16,199 [WARNING] src.core.screener_scraper: Failed to fetch HTML for TCIFINANCE via all methods.
2026-05-08 05:47:19,849 [WARNING] src.core.screener_scraper: Failed to fetch HTML for TCPLPACK via all methods.
2026-05-08 05:47:24,006 [WARNING] src.core.screener_scraper: Failed to fetch HTML for TCS via all methods.
2026-05-08 05:47:27,785 [WARNING] src.core.screener_scraper: Failed to fetch HTML for TDPOWERSYS via all methods.
2026-05-08 05:47:31,430 [WARNING] src.core.screener_scraper: Failed to fetch HTML for TEAMGTY via all methods.
2026-05-08 05:47:36,104 [WARNING] src.core.screener_scraper: Failed to fetch HTML for TEAMLEASE via all methods.
2026-05-08 05:47:39,687 [WARNING] src.core.screener_scraper: Failed to fetch HTML for TECH via all methods.
2026-05-08 05:47:44,294 [WARNING] src.core.screener_scraper: Failed to fetch HTML for TECHM via all methods.
2026-05-08 05:47:48,007 [WARNING] src.core.screener_scraper: Failed to fetch HTML for TECHNOE via all methods.
2026-05-08 05:47:51,594 [WARNING] src.core.screener_scraper: Failed to fetch HTML for TECILCHEM via all methods.
2026-05-08 05:47:56,134 [WARNING] src.core.screener_scraper: Failed to fetch HTML for TEGA via all methods.
2026-05-08 05:47:59,847 [WARNING] src.core.screener_scraper: Failed to fetch HTML for TEJASNET via all methods.
2026-05-08 05:48:03,814 [WARNING] src.core.screener_scraper: Failed to fetch HTML for TEMBO via all methods.
2026-05-08 05:48:07,590 [WARNING] src.core.screener_scraper: Failed to fetch HTML for TERASOFT via all methods.
2026-05-08 05:48:12,136 [WARNING] src.core.screener_scraper: Failed to fetch HTML for TEXINFRA via all methods.
2026-05-08 05:48:15,786 [WARNING] src.core.screener_scraper: Failed to fetch HTML for TEXMOPIPES via all methods.
2026-05-08 05:48:20,390 [WARNING] src.core.screener_scraper: Failed to fetch HTML for TEXRAIL via all methods.
2026-05-08 05:48:24,166 [WARNING] src.core.screener_scraper: Failed to fetch HTML for TFCILTD via all methods.
2026-05-08 05:48:27,878 [WARNING] src.core.screener_scraper: Failed to fetch HTML for TFL via all methods.
2026-05-08 05:48:31,527 [WARNING] src.core.screener_scraper: Failed to fetch HTML for TGBHOTELS via all methods.
2026-05-08 05:48:36,199 [WARNING] src.core.screener_scraper: Failed to fetch HTML for THANGAMAYL via all methods.
2026-05-08 05:48:39,783 [WARNING] src.core.screener_scraper: Failed to fetch HTML for THEINVEST via all methods.
2026-05-08 05:48:43,386 [WARNING] src.core.screener_scraper: Failed to fetch HTML for THEJO via all methods.
2026-05-08 05:48:48,039 [WARNING] src.core.screener_scraper: Failed to fetch HTML for THELEELA via all methods.
2026-05-08 05:48:52,200 [WARNING] src.core.screener_scraper: Failed to fetch HTML for THEMISMED via all methods.
2026-05-08 05:48:55,846 [WARNING] src.core.screener_scraper: Failed to fetch HTML for THERMAX via all methods.
2026-05-08 05:49:00,137 [WARNING] src.core.screener_scraper: Failed to fetch HTML for THOMASCOOK via all methods.
2026-05-08 05:49:00,228 [INFO] tradesage.scanner: [2300/2525] scanning... (signals: 376, errors: 356)
2026-05-08 05:49:03,975 [WARNING] src.core.screener_scraper: Failed to fetch HTML for THOMASCOTT via all methods.
2026-05-08 05:49:07,687 [WARNING] src.core.screener_scraper: Failed to fetch HTML for THYROCARE via all methods.
2026-05-08 05:49:12,294 [WARNING] src.core.screener_scraper: Failed to fetch HTML for TI via all methods.
2026-05-08 05:49:16,009 [WARNING] src.core.screener_scraper: Failed to fetch HTML for TICL via all methods.
2026-05-08 05:49:19,847 [WARNING] src.core.screener_scraper: Failed to fetch HTML for TIIL via all methods.
2026-05-08 05:49:23,431 [WARNING] src.core.screener_scraper: Failed to fetch HTML for TIINDIA via all methods.
2026-05-08 05:49:28,039 [WARNING] src.core.screener_scraper: Failed to fetch HTML for TIL via all methods.
