symbol,entry_date,exit_date,entry_price,exit_price,pnl_pct,pnl_rupees,reason,hold_days,cumulative_pnl
ADANIPOWER,2024-01-29,2024-02-05,114.09,109.26,-4.59,-91.87,Time Stop (5d),7,1978.2799999999993
DANGEE,2024-01-30,2024-02-05,11.55,11.55,-0.36,-7.2,Time Stop (5d),6,1971.0799999999992
AROGRANITE,2024-02-02,2024-02-07,58.4,59.25,1.1,21.91,Time Stop (5d),5,1992.9899999999993
AGROPHOS,2024-02-02,2024-02-07,55.8,55.4,-1.08,-21.54,Time Stop (5d),5,1971.4499999999994
CORDSCABLE,2024-02-05,2024-02-07,175.8,208.14452305921054,18.04,360.77,Take Profit,2,2332.2199999999993
ASAL,2024-02-07,2024-02-09,554.9,656.9209352193346,18.03,360.51,Take Profit,2,2692.7299999999996
CUPID,2024-02-05,2024-02-09,17.96,21.14433441432681,17.37,347.4,Take Profit,4,3040.1299999999997
CUBEXTUB,2024-02-05,2024-02-12,75.5,82.93980374292765,9.49,189.88,Take Profit,7,3230.0099999999998
AURIGROW,2024-02-07,2024-02-12,0.75,0.7,-7.03,-140.53,Time Stop (5d),5,3089.4799999999996
AJOONI,2024-02-07,2024-02-12,6.06,5.93,-2.51,-50.1,Time Stop (5d),5,3039.3799999999997
FMNL,2024-02-05,2024-02-12,8.25,8.25,-0.36,-7.2,Time Stop (5d),7,3032.18
DUCON,2024-02-05,2024-02-12,10.54,10.91,3.15,63.01,Time Stop (5d),7,3095.19
DIVGIITTS,2024-02-05,2024-02-12,845.1,839.9,-0.98,-19.51,Time Stop (5d),7,3075.68
DHANUKA,2024-02-05,2024-02-12,1048.6,1031.75,-1.97,-39.34,Time Stop (5d),7,3036.3399999999997
DEEPAKFERT,2024-02-05,2024-02-12,540.75,500.05,-7.89,-157.73,Time Stop (5d),7,2878.6099999999997
DBSTOCKBRO,2024-02-05,2024-02-12,39.05,45.95,17.31,346.19,Time Stop (5d),7,3224.7999999999997
DBCORP,2024-02-05,2024-02-12,300.9,278.2,-7.9,-158.08,Time Stop (5d),7,3066.72
EMMBI,2024-02-05,2024-02-12,119.2,110.7,-7.49,-149.82,Time Stop (5d),7,2916.8999999999996
CENTEXT,2024-02-05,2024-02-12,26.3,22.85,-13.48,-269.56,Time Stop (5d),7,2647.3399999999997
63MOONS,2024-02-05,2024-02-12,438.45,433.2,-1.56,-31.15,Time Stop (5d),7,2616.1899999999996
ADOR,2024-02-05,2024-02-12,1450.0,1453.4,-0.13,-2.51,Time Stop (5d),7,2613.6799999999994
ADSL,2024-02-05,2024-02-12,159.4,153.95,-3.78,-75.58,Time Stop (5d),7,2538.0999999999995
AKSHOPTFBR,2024-02-05,2024-02-12,12.8,12.15,-5.44,-108.76,Time Stop (5d),7,2429.3399999999992
AMJLAND,2024-02-05,2024-02-12,39.35,36.8,-6.84,-136.81,Time Stop (5d),7,2292.5299999999993
CONTROLPR,2024-02-05,2024-02-12,924.3,882.75,-4.86,-97.11,Time Stop (5d),7,2195.419999999999
APOLLO,2024-02-05,2024-02-12,129.85,115.6739652772739,-11.28,-225.54,Stop Loss,7,1969.8799999999992
ASTEC,2024-02-05,2024-02-12,894.56,861.81,-4.02,-80.42,Time Stop (5d),7,1889.4599999999991
ASTRON,2024-02-05,2024-02-12,32.7,30.65,-6.63,-132.58,Time Stop (5d),7,1756.8799999999992
BHANDARI,2024-02-05,2024-02-12,8.63,8.15,-5.92,-118.44,Time Stop (5d),7,1638.4399999999991
ANDHRAPAP,2024-02-05,2024-02-12,106.3,103.9,-2.62,-52.36,Time Stop (5d),7,1586.0799999999992
3IINFOLTD,2024-02-09,2024-02-14,47.63,46.68,-2.35,-47.09,Time Stop (5d),5,1538.9899999999993
ALKALI,2024-02-09,2024-02-14,129.6,123.55,-5.03,-100.56,Time Stop (5d),5,1438.4299999999994
21STCENMGM,2024-02-12,2024-02-16,44.55,47.34149237333869,5.91,118.12,Take Profit,4,1556.5499999999993
ANUP,2024-02-12,2024-02-19,1347.88,1428.58,5.63,112.54,Time Stop (5d),7,1669.0899999999992
AMJLAND,2024-02-12,2024-02-19,36.8,39.8,7.79,155.84,Time Stop (5d),7,1824.9299999999992
ANURAS,2024-02-12,2024-02-19,830.45,923.4,10.83,216.65,Time Stop (5d),7,2041.5799999999992
APEX,2024-02-12,2024-02-19,219.05,232.35,5.71,114.23,Time Stop (5d),7,2155.809999999999
APOLLO,2024-02-12,2024-02-19,115.0,124.25,7.68,153.67,Time Stop (5d),7,2309.479999999999
3IINFOLTD,2024-02-14,2024-02-19,46.68,50.23,7.24,144.9,Time Stop (5d),5,2454.379999999999
ARENTERP,2024-02-12,2024-02-19,46.35,48.55,4.39,87.73,Time Stop (5d),7,2542.109999999999
ARIES,2024-02-12,2024-02-19,250.45,310.09833132888036,23.46,469.13,Take Profit,7,3011.2399999999993
AMDIND,2024-02-12,2024-02-19,68.95,67.55,-2.39,-47.81,Time Stop (5d),7,2963.4299999999994
5PAISA,2024-02-14,2024-02-19,543.68,590.32,8.22,164.37,Time Stop (5d),5,3127.7999999999993
APTECHT,2024-02-12,2024-02-19,208.7,245.05,17.06,341.15,Time Stop (5d),7,3468.9499999999994
AMBER,2024-02-12,2024-02-19,3696.6,4057.95,9.42,188.3,Time Stop (5d),7,3657.2499999999995
ALICON,2024-02-12,2024-02-19,901.05,929.45,2.79,55.84,Time Stop (5d),7,3713.0899999999997
ALBERTDAVD,2024-02-12,2024-02-19,1306.0,1404.6,7.19,143.8,Time Stop (5d),7,3856.89
20MICRONS,2024-02-12,2024-02-19,149.65,154.95,3.18,63.63,Time Stop (5d),7,3920.52
3PLAND,2024-02-12,2024-02-19,34.2,35.95,4.76,95.14,Time Stop (5d),7,4015.66
AEROENTER,2024-02-12,2024-02-19,108.8,109.2,0.01,0.15,Time Stop (5d),7,4015.81
AERONEU,2024-02-12,2024-02-19,110.9,110.95,-0.31,-6.3,Time Stop (5d),7,4009.5099999999998
ADSL,2024-02-12,2024-02-19,153.95,160.65,3.99,79.84,Time Stop (5d),7,4089.35
AHLEAST,2024-02-12,2024-02-19,153.2,161.9,5.32,106.38,Time Stop (5d),7,4195.73
AIROLAM,2024-02-12,2024-02-19,139.45,158.6,13.37,267.45,Time Stop (5d),7,4463.179999999999
AKASH,2024-02-12,2024-02-19,37.15,37.65,0.99,19.72,Time Stop (5d),7,4482.9
AKG,2024-02-12,2024-02-19,21.3,23.55,10.2,204.07,Time Stop (5d),7,4686.969999999999
AGROPHOS,2024-02-12,2024-02-19,50.05,49.2,-2.06,-41.17,Time Stop (5d),7,4645.799999999999
21STCENMGM,2024-02-16,2024-02-21,47.7,50.55,5.61,112.3,Time Stop (5d),5,4758.099999999999
COUNCODOS,2024-02-19,2024-02-21,5.55,6.029249906038406,8.28,165.5,Take Profit,2,4923.599999999999
BYKE,2024-02-19,2024-02-21,70.0,76.70588505877272,9.22,184.4,Take Profit,2,5107.999999999999
CROWN,2024-02-19,2024-02-23,166.0,176.23818903526742,5.81,116.15,Take Profit,4,5224.149999999999
CTE,2024-02-19,2024-02-26,105.2,107.0,1.35,27.02,Time Stop (5d),7,5251.169999999999
CREATIVEYE,2024-02-19,2024-02-26,4.8,4.55,-5.57,-111.37,Time Stop (5d),7,5139.799999999999
CUPID,2024-02-19,2024-02-26,21.89,24.54,11.75,234.92,Time Stop (5d),7,5374.719999999999
BAIDFIN,2024-02-21,2024-02-26,25.61,27.18,5.77,115.41,Time Stop (5d),5,5490.129999999999
DVL,2024-02-19,2024-02-26,403.65,395.7,-2.33,-46.59,Time Stop (5d),7,5443.539999999999
ESSARSHPNG,2024-02-19,2024-02-26,27.6,29.1,5.07,101.5,Time Stop (5d),7,5545.039999999999
FCSSOFT,2024-02-19,2024-02-26,5.7,4.9,-14.4,-287.9,Time Stop (5d),7,5257.139999999999
FOCUS,2024-02-19,2024-02-26,173.2,168.6,-3.02,-60.32,Time Stop (5d),7,5196.82
21STCENMGM,2024-02-21,2024-02-26,50.55,53.51346657558042,5.5,110.05,Take Profit,5,5306.87
DHANBANK,2024-02-19,2024-02-26,40.7,39.72,-2.77,-55.36,Time Stop (5d),7,5251.51
DELPHIFX,2024-02-21,2024-02-26,15.14,16.84,10.87,217.37,Time Stop (5d),5,5468.88
CLSEL,2024-02-19,2024-02-26,254.75,239.85,-6.21,-124.18,Time Stop (5d),7,5344.7
CCHHL,2024-02-19,2024-02-26,16.55,16.65,0.24,4.88,Time Stop (5d),7,5349.58
AHLADA,2024-02-19,2024-02-26,127.15,119.9,-6.06,-121.24,Time Stop (5d),7,5228.34
AIRAN,2024-02-19,2024-02-26,29.95,29.1,-3.2,-63.96,Time Stop (5d),7,5164.38
ASAL,2024-02-19,2024-02-26,649.55,619.2,-5.03,-100.65,Time Stop (5d),7,5063.7300000000005
ASHAPURMIN,2024-02-19,2024-02-26,371.35,413.0,10.86,217.12,Time Stop (5d),7,5280.85
ASIANHOTNR,2024-02-19,2024-02-26,136.25,133.55,-2.34,-46.83,Time Stop (5d),7,5234.02
CINEVISTA,2024-02-19,2024-02-26,23.1,20.65,-10.97,-219.32,Time Stop (5d),7,5014.700000000001
AXISCADES,2024-02-19,2024-02-26,687.3,694.5,0.69,13.75,Time Stop (5d),7,5028.450000000001
BCONCEPTS,2024-02-19,2024-02-26,759.05,744.5,-2.28,-45.54,Time Stop (5d),7,4982.910000000001
BHANDARI,2024-02-19,2024-02-26,7.83,8.63,9.86,197.14,Time Stop (5d),7,5180.050000000001
BRNL,2024-02-19,2024-02-26,80.25,74.75,-7.21,-144.27,Time Stop (5d),7,5035.780000000001
AURIGROW,2024-02-19,2024-02-26,0.75,0.8,6.31,126.13,Time Stop (5d),7,5161.910000000001
BANG,2024-02-26,2024-02-28,56.95,61.67770115720952,7.94,158.83,Take Profit,2,5320.740000000001
AAATECH,2024-02-23,2024-02-28,96.25,98.9,2.39,47.86,Time Stop (5d),5,5368.6
HEADSUP,2024-02-26,2024-03-02,15.85,16.3,2.48,49.58,Time Stop (5d),5,5418.18
GANESHHOU,2024-02-26,2024-03-02,837.15,840.1,-0.01,-0.15,Time Stop (5d),5,5418.030000000001
GVT&D,2024-02-26,2024-03-02,868.55,982.65,12.78,255.54,Time Stop (5d),5,5673.570000000001
GSFC,2024-02-26,2024-03-02,223.4,225.4,0.54,10.71,Time Stop (5d),5,5684.280000000001
IFCI,2024-02-26,2024-03-02,48.6,45.75,-6.22,-124.48,Time Stop (5d),5,5559.800000000001
GOKUL,2024-02-26,2024-03-02,45.65,45.45,-0.8,-15.96,Time Stop (5d),5,5543.840000000001
GLOBE,2024-02-26,2024-03-02,3.64,3.64,-0.36,-7.2,Time Stop (5d),5,5536.640000000001
GILLANDERS,2024-02-26,2024-03-02,101.9,99.5,-2.72,-54.31,Time Stop (5d),5,5482.330000000001
GICRE,2024-02-26,2024-03-02,401.9,390.95,-3.08,-61.69,Time Stop (5d),5,5420.640000000001
HPL,2024-02-26,2024-03-02,351.3,353.8,0.35,7.03,Time Stop (5d),5,5427.670000000001
HAVISHA,2024-02-26,2024-03-02,2.6,2.45,-6.13,-122.58,Time Stop (5d),5,5305.090000000001
FCSSOFT,2024-02-26,2024-03-02,4.9,5.0,1.68,33.62,Time Stop (5d),5,5338.710000000001
CUPID,2024-02-26,2024-03-02,24.54,26.94,9.42,188.4,Time Stop (5d),5,5527.110000000001
CUBEXTUB,2024-02-26,2024-03-02,88.5,90.9,2.35,47.04,Time Stop (5d),5,5574.150000000001
CINEVISTA,2024-02-26,2024-03-02,20.65,21.2,2.3,46.07,Time Stop (5d),5,5620.22
BRNL,2024-02-26,2024-03-02,74.75,77.4,3.19,63.7,Time Stop (5d),5,5683.92
BHANDARI,2024-02-26,2024-03-02,8.63,7.91,-8.7,-174.06,Time Stop (5d),5,5509.86
AVROIND,2024-02-26,2024-03-02,152.6,142.4,-7.04,-140.88,Time Stop (5d),5,5368.98
ASIANENE,2024-02-26,2024-03-02,285.5,298.15,4.07,81.42,Time Stop (5d),5,5450.4
AIROLAM,2024-02-26,2024-03-02,185.05,179.05,-3.6,-72.05,Time Stop (5d),5,5378.349999999999
AHLADA,2024-02-26,2024-03-02,119.9,121.85,1.27,25.33,Time Stop (5d),5,5403.679999999999
3PLAND,2024-02-26,2024-03-02,33.0,33.15,0.09,1.89,Time Stop (5d),5,5405.57
DIAMONDYD,2024-02-26,2024-03-02,1111.85,1101.75,-1.27,-25.37,Time Stop (5d),5,5380.2
DELTAMAGNT,2024-03-02,2024-03-04,110.65,131.77743900087796,18.73,374.68,Take Profit,2,5754.88
DCMNVL,2024-03-02,2024-03-04,190.0,221.03153733419347,15.97,319.45,Take Profit,2,6074.33
AIRAN,2024-02-28,2024-03-04,27.4,26.85,-2.37,-47.35,Time Stop (5d),5,6026.98
ACL,2024-02-28,2024-03-04,102.0,96.2,-6.05,-120.93,Time Stop (5d),5,5906.049999999999
KEEPLEARN,2024-03-02,2024-03-05,3.75,3.551282422067876,-5.66,-113.18,Stop Loss,3,5792.869999999999
COHANCE,2024-03-02,2024-03-05,720.4,651.9966813106096,-9.86,-197.1,Stop Loss,3,5595.769999999999
20MICRONS,2024-03-04,2024-03-06,144.4,170.14014560281856,17.47,349.31,Take Profit,2,5945.079999999999
KALYANIFRG,2024-03-02,2024-03-07,454.95,463.1,1.43,28.63,Time Stop (5d),5,5973.709999999999
JYOTISTRUC,2024-03-02,2024-03-07,23.74,21.19,-11.1,-222.03,Time Stop (5d),5,5751.679999999999
JHS,2024-03-02,2024-03-07,24.75,20.463071459668093,-17.68,-353.62,Stop Loss,5,5398.0599999999995
INDORAMA,2024-03-02,2024-03-07,50.5,49.15,-3.03,-60.67,Time Stop (5d),5,5337.389999999999
HAVISHA,2024-03-02,2024-03-07,2.45,2.45,-0.36,-7.2,Time Stop (5d),5,5330.19
IEX,2024-03-02,2024-03-07,151.55,147.85,-2.8,-56.03,Time Stop (5d),5,5274.16
HPL,2024-03-02,2024-03-07,353.8,330.05,-7.07,-141.46,Time Stop (5d),5,5132.7
GUJRAFFIA,2024-03-02,2024-03-07,50.0,54.7,9.04,180.8,Time Stop (5d),5,5313.5
IFCI,2024-03-02,2024-03-07,45.75,41.95,-8.67,-173.32,Time Stop (5d),5,5140.18
GOKUL,2024-03-02,2024-03-07,45.45,42.05,-7.84,-156.81,Time Stop (5d),5,4983.37
GILLANDERS,2024-03-02,2024-03-07,99.5,89.45,-10.46,-209.21,Time Stop (5d),5,4774.16
DIAMONDYD,2024-03-02,2024-03-07,1101.75,1042.7,-5.72,-114.39,Time Stop (5d),5,4659.7699999999995
GRMOVER,2024-03-02,2024-03-07,57.43,51.68,-10.37,-207.44,Time Stop (5d),5,4452.33
BYKE,2024-03-02,2024-03-07,71.9,68.45,-5.16,-103.17,Time Stop (5d),5,4349.16
BHANDARI,2024-03-02,2024-03-07,7.91,7.27,-8.45,-169.02,Time Stop (5d),5,4180.139999999999
BCLIND,2024-03-02,2024-03-07,74.1,70.25,-5.56,-111.11,Time Stop (5d),5,4069.0299999999993
AVROIND,2024-03-02,2024-03-07,142.4,136.8,-4.29,-85.85,Time Stop (5d),5,3983.1799999999994
AHLEAST,2024-03-02,2024-03-07,167.6,166.6,-0.96,-19.13,Time Stop (5d),5,3964.0499999999993
3PLAND,2024-03-02,2024-03-07,33.15,30.65,-7.9,-158.03,Time Stop (5d),5,3806.019999999999
20MICRONS,2024-03-06,2024-03-11,157.45,144.7,-8.46,-169.16,Time Stop (5d),5,3636.859999999999
AKI,2024-03-05,2024-03-11,23.95,22.2,-7.67,-153.34,Time Stop (5d),6,3483.519999999999
AARTIPHARM,2024-03-05,2024-03-11,461.95,461.25,-0.51,-10.23,Time Stop (5d),6,3473.289999999999
AGROPHOS,2024-03-04,2024-03-11,45.35,40.95,-10.06,-201.25,Time Stop (5d),7,3272.039999999999
ADVANIHOTR,2024-03-04,2024-03-11,80.58,84.2,4.13,82.65,Time Stop (5d),7,3354.689999999999
ACL,2024-03-04,2024-03-11,96.2,86.2,-10.76,-215.1,Time Stop (5d),7,3139.5899999999992
ENERGYDEV,2024-03-07,2024-03-12,20.4,22.329216244018337,9.1,181.94,Take Profit,5,3321.5299999999993
EMAMIREAL,2024-03-07,2024-03-12,100.7,91.3,-9.69,-193.89,Time Stop (5d),5,3127.6399999999994
EIMCOELECO,2024-03-07,2024-03-12,1434.35,1420.15,-1.35,-27.0,Time Stop (5d),5,3100.6399999999994
DYCL,2024-03-07,2024-03-12,203.98,190.3,-7.07,-141.33,Time Stop (5d),5,2959.3099999999995
DIAMONDYD,2024-03-07,2024-03-12,1042.7,975.75,-6.78,-135.62,Time Stop (5d),5,2823.6899999999996
CLSEL,2024-03-07,2024-03-12,222.95,208.65,-6.77,-135.48,Time Stop (5d),5,2688.2099999999996
CARYSIL,2024-03-07,2024-03-12,980.9,978.65,-0.59,-11.79,Time Stop (5d),5,2676.4199999999996
CARTRADE,2024-03-07,2024-03-12,719.65,702.3,-2.77,-55.42,Time Stop (5d),5,2620.9999999999995
BHANDARI,2024-03-07,2024-03-12,7.27,6.6,-9.58,-191.52,Time Stop (5d),5,2429.4799999999996
AWHCL,2024-03-07,2024-03-12,489.0,461.5,-5.98,-119.67,Time Stop (5d),5,2309.8099999999995
BANG,2024-03-07,2024-03-12,55.2,50.35,-9.15,-182.92,Time Stop (5d),5,2126.8899999999994
AVROIND,2024-03-07,2024-03-12,136.8,119.85,-12.75,-255.01,Time Stop (5d),5,1871.8799999999994
AURIGROW,2024-03-07,2024-03-12,0.75,0.7,-7.03,-140.53,Time Stop (5d),5,1731.3499999999995
ANGELONE,2024-03-07,2024-03-12,273.62,252.61,-8.04,-160.77,Time Stop (5d),5,1570.5799999999995
AHLEAST,2024-03-07,2024-03-12,166.6,154.25,-7.77,-155.46,Time Stop (5d),5,1415.1199999999994
ABREL,2024-03-07,2024-03-12,1530.25,1433.3,-6.7,-133.91,Time Stop (5d),5,1281.2099999999994
AARVI,2024-03-07,2024-03-12,129.25,123.4,-4.89,-97.72,Time Stop (5d),5,1183.4899999999993
3PLAND,2024-03-07,2024-03-12,30.65,28.85,-6.23,-124.66,Time Stop (5d),5,1058.8299999999992
BANKA,2024-03-07,2024-03-12,111.5,108.3,-3.23,-64.6,Time Stop (5d),5,994.2299999999992
ANTELOPUS,2024-03-12,2024-03-13,474.25,419.5523138400752,-11.89,-237.87,Stop Loss,1,756.3599999999992
ASTRAMICRO,2024-03-12,2024-03-13,577.65,519.6158063721268,-10.41,-208.13,Stop Loss,1,548.2299999999992
ANANTRAJ,2024-03-12,2024-03-13,318.95,285.35179679697035,-10.89,-217.88,Stop Loss,1,330.3499999999992
BANARBEADS,2024-03-12,2024-03-18,94.0,90.4,-4.19,-83.8,Time Stop (5d),6,246.54999999999922
AWHCL,2024-03-12,2024-03-18,461.5,470.65,1.62,32.45,Time Stop (5d),6,278.9999999999992
AVROIND,2024-03-12,2024-03-18,119.85,110.5,-8.16,-163.23,Time Stop (5d),6,115.76999999999921
ABFRL,2024-03-13,2024-03-18,73.0,75.85,3.54,70.88,Time Stop (5d),5,186.6499999999992
ASHIANA,2024-03-12,2024-03-18,292.8,275.4,-6.3,-126.05,Time Stop (5d),6,60.59999999999921
ARVEE,2024-03-12,2024-03-18,130.55,136.2,3.97,79.36,Time Stop (5d),6,139.9599999999992
ARROWGREEN,2024-03-12,2024-03-18,376.4,401.55,6.32,126.43,Time Stop (5d),6,266.3899999999992
ANGELONE,2024-03-12,2024-03-18,252.61,253.61,0.04,0.72,Time Stop (5d),6,267.1099999999992
AARTISURF,2024-03-13,2024-03-18,575.2,583.85,1.14,22.88,Time Stop (5d),5,289.9899999999992
ABCAPITAL,2024-03-13,2024-03-18,171.4,172.9,0.52,10.3,Time Stop (5d),5,300.2899999999992
AMBIKCO,2024-03-12,2024-03-18,1507.2,1525.65,0.86,17.28,Time Stop (5d),6,317.56999999999925
20MICRONS,2024-03-11,2024-03-18,144.7,150.7,3.79,75.73,Time Stop (5d),7,393.2999999999993
ALICON,2024-03-12,2024-03-18,851.35,811.85,-5.0,-99.99,Time Stop (5d),6,293.30999999999926
360ONE,2024-03-11,2024-03-18,710.7,689.65,-3.32,-66.44,Time Stop (5d),7,226.86999999999927
3IINFOLTD,2024-03-11,2024-03-18,40.66,38.81,-4.91,-98.2,Time Stop (5d),7,128.66999999999928
5PAISA,2024-03-11,2024-03-18,518.97,518.16,-0.52,-10.32,Time Stop (5d),7,118.34999999999928
AAATECH,2024-03-11,2024-03-18,94.9,89.1,-6.47,-129.43,Time Stop (5d),7,-11.080000000000723
3PLAND,2024-03-12,2024-03-18,28.85,29.2,0.85,17.06,Time Stop (5d),6,5.979999999999276
63MOONS,2024-03-11,2024-03-18,418.7,404.15,-3.84,-76.7,Time Stop (5d),7,-70.72000000000072
AARVI,2024-03-12,2024-03-18,123.4,126.1,1.83,36.56,Time Stop (5d),6,-34.16000000000072
ADVENZYMES,2024-03-12,2024-03-18,351.8,356.8,1.06,21.23,Time Stop (5d),6,-12.930000000000721
AFSL,2024-03-12,2024-03-18,287.4,279.9,-2.97,-59.39,Time Stop (5d),6,-72.32000000000072
AGI,2024-03-12,2024-03-18,777.95,743.75,-4.76,-95.12,Time Stop (5d),6,-167.44000000000074
AHLEAST,2024-03-12,2024-03-18,154.25,144.1,-6.94,-138.8,Time Stop (5d),6,-306.24000000000075
AARTIPHARM,2024-03-12,2024-03-18,448.6,443.55,-1.49,-29.71,Time Stop (5d),6,-335.9500000000007
ADL,2024-03-18,2024-03-26,81.75,82.2,0.19,3.81,Time Stop (5d),8,-332.1400000000007
ADANIENSOL,2024-03-18,2024-03-26,1008.85,1045.9,3.31,66.25,Time Stop (5d),8,-265.8900000000007
ADANIGREEN,2024-03-18,2024-03-26,1869.9,1859.0,-0.94,-18.86,Time Stop (5d),8,-284.75000000000074
ADFFOODS,2024-03-18,2024-03-26,189.2,187.55,-1.23,-24.64,Time Stop (5d),8,-309.3900000000007
ADOR,2024-03-18,2024-03-26,1357.05,1366.8,0.36,7.17,Time Stop (5d),8,-302.2200000000007
ACE,2024-03-18,2024-03-26,1274.85,1392.4,8.86,177.21,Time Stop (5d),8,-125.0100000000007
ADVANIHOTR,2024-03-18,2024-03-26,81.35,75.55,-7.49,-149.79,Time Stop (5d),8,-274.8000000000007
AEGISLOG,2024-03-18,2024-03-26,396.9,391.55,-1.71,-34.16,Time Stop (5d),8,-308.9600000000007
AEROENTER,2024-03-18,2024-03-26,88.55,88.5,-0.42,-8.33,Time Stop (5d),8,-317.2900000000007
AERONEU,2024-03-18,2024-03-26,90.9,90.35,-0.97,-19.3,Time Stop (5d),8,-336.5900000000007
AFSL,2024-03-18,2024-03-26,279.9,277.65,-1.16,-23.28,Time Stop (5d),8,-359.8700000000007
ADSL,2024-03-18,2024-03-26,136.05,135.55,-0.73,-14.55,Time Stop (5d),8,-374.4200000000007
ACL,2024-03-18,2024-03-26,86.7,82.5,-5.2,-104.09,Time Stop (5d),8,-478.5100000000007
AARON,2024-03-18,2024-03-26,133.65,127.08,-5.28,-105.52,Time Stop (5d),8,-584.0300000000007
ACEINTEG,2024-03-18,2024-03-26,31.6,33.0,4.07,81.41,Time Stop (5d),8,-502.6200000000007
AARTISURF,2024-03-18,2024-03-26,583.85,562.2,-4.07,-81.36,Time Stop (5d),8,-583.9800000000007
AARTIPHARM,2024-03-18,2024-03-26,443.55,445.1,-0.01,-0.21,Time Stop (5d),8,-584.1900000000007
AAREYDRUGS,2024-03-18,2024-03-26,39.5,45.1,13.82,276.34,Time Stop (5d),8,-307.85000000000076
AAATECH,2024-03-18,2024-03-26,89.1,85.05,-4.91,-98.11,Time Stop (5d),8,-405.9600000000008
63MOONS,2024-03-18,2024-03-26,404.15,393.75,-2.93,-58.67,Time Stop (5d),8,-464.6300000000008
5PAISA,2024-03-18,2024-03-26,518.16,480.09,-7.71,-154.14,Time Stop (5d),8,-618.7700000000008
3PLAND,2024-03-18,2024-03-26,29.2,28.9,-1.39,-27.75,Time Stop (5d),8,-646.5200000000008
3IINFOLTD,2024-03-18,2024-03-26,38.81,37.15,-4.64,-92.74,Time Stop (5d),8,-739.2600000000008
20MICRONS,2024-03-18,2024-03-26,150.7,143.0,-5.47,-109.39,Time Stop (5d),8,-848.6500000000008
ACI,2024-03-18,2024-03-26,614.4,636.35,3.21,64.25,Time Stop (5d),8,-784.4000000000008
AGRITECH,2024-03-26,2024-03-28,180.05,219.03342680739183,21.29,425.83,Take Profit,2,-358.5700000000008
AGI,2024-03-26,2024-04-01,724.9,772.95,6.27,125.37,Time Stop (5d),6,-233.20000000000078
AEROENTER,2024-03-26,2024-04-01,88.5,93.2,4.95,99.01,Time Stop (5d),6,-134.1900000000008
AJOONI,2024-03-26,2024-04-01,5.32,5.4,1.14,22.88,Time Stop (5d),6,-111.3100000000008
AFSL,2024-03-26,2024-04-01,277.65,277.0,-0.59,-11.88,Time Stop (5d),6,-123.1900000000008
ADVANIHOTR,2024-03-26,2024-04-01,75.55,75.45,-0.49,-9.85,Time Stop (5d),6,-133.0400000000008
AHLADA,2024-03-26,2024-04-01,105.45,115.9,9.55,191.0,Time Stop (5d),6,57.95999999999921
AHLEAST,2024-03-26,2024-04-01,137.3,150.15,9.0,179.98,Time Stop (5d),6,237.9399999999992
AIRAN,2024-03-26,2024-04-01,24.6,24.35,-1.38,-27.53,Time Stop (5d),6,210.4099999999992
AIROLAM,2024-03-26,2024-04-01,152.45,165.2,8.0,160.07,Time Stop (5d),6,370.4799999999992
AGROPHOS,2024-03-26,2024-04-01,38.5,40.65,5.22,104.49,Time Stop (5d),6,474.96999999999923
ADSL,2024-03-26,2024-04-01,135.55,144.2,6.02,120.43,Time Stop (5d),6,595.3999999999992
AERONEU,2024-03-26,2024-04-01,90.35,92.25,1.74,34.86,Time Stop (5d),6,630.2599999999992
ACL,2024-03-26,2024-04-01,82.5,81.6,-1.45,-29.02,Time Stop (5d),6,601.2399999999992
20MICRONS,2024-03-26,2024-04-01,143.0,144.4,0.62,12.38,Time Stop (5d),6,613.6199999999992
3IINFOLTD,2024-03-26,2024-04-01,37.15,40.66,9.09,181.76,Time Stop (5d),6,795.3799999999992
3PLAND,2024-03-26,2024-04-01,28.9,28.3,-2.44,-48.72,Time Stop (5d),6,746.6599999999992
5PAISA,2024-03-26,2024-04-01,480.09,532.94,10.65,212.97,Time Stop (5d),6,959.6299999999992
63MOONS,2024-03-26,2024-04-01,393.75,400.65,1.39,27.85,Time Stop (5d),6,987.4799999999992
ADROITINFO,2024-03-26,2024-04-01,15.55,15.6,-0.04,-0.77,Time Stop (5d),6,986.7099999999992
AARON,2024-03-26,2024-04-01,127.08,131.68,3.26,65.2,Time Stop (5d),6,1051.9099999999992
AARTISURF,2024-03-26,2024-04-01,562.2,579.5,2.72,54.34,Time Stop (5d),6,1106.249999999999
ACEINTEG,2024-03-26,2024-04-01,33.0,32.3,-2.48,-49.62,Time Stop (5d),6,1056.6299999999992
ACE,2024-03-26,2024-04-01,1392.4,1606.4,15.01,300.18,Time Stop (5d),6,1356.8099999999993
AAATECH,2024-03-26,2024-04-01,85.05,83.35,-2.36,-47.18,Time Stop (5d),6,1309.6299999999992
ABREL,2024-03-28,2024-04-02,1629.9,1675.3,2.43,48.51,Time Stop (5d),5,1358.1399999999992
ADANIPOWER,2024-04-01,2024-04-04,112.09,127.3961014663955,13.3,265.9,Take Profit,3,1624.039999999999
AFSL,2024-04-01,2024-04-05,277.0,327.07902743182825,17.72,354.38,Take Profit,4,1978.4199999999992
ADL,2024-04-01,2024-04-08,84.7,95.55,12.45,249.0,Time Stop (5d),7,2227.419999999999
ADSL,2024-04-01,2024-04-08,144.2,150.4,3.94,78.79,Time Stop (5d),7,2306.209999999999
